t, X, Y, Z, DT
0.667862, -7.928872, -5.979214, 28.770664, 0.001301
0.669158, -7.737909, -5.871217, 28.471365, 0.001296
0.670449, -7.556076, -5.788628, 28.161854, 0.001292
0.671737, -7.384887, -5.730709, 27.845159, 0.001287
0.673020, -7.225635, -5.696566, 27.524095, 0.001283
0.674300, -7.079399, -5.685211, 27.201269, 0.001280
0.675576, -6.947059, -5.695602, 26.879090, 0.001276
0.676850, -6.829311, -5.726691, 26.559786, 0.001274
0.678121, -6.726686, -5.777444, 26.245418, 0.001271
0.679391, -6.639568, -5.846870, 25.937910, 0.001270
0.680659, -6.568212, -5.934031, 25.639059, 0.001269
0.681927, -6.512764, -6.038050, 25.350565, 0.001268
0.683196, -6.473272, -6.158111, 25.074045, 0.001268
0.684465, -6.449710, -6.293454, 24.811055, 0.001269
0.685735, -6.441979, -6.443367, 24.563105, 0.001271
0.687008, -6.449928, -6.607173, 24.331672, 0.001273
0.688285, -6.473353, -6.784214, 24.118215, 0.001277
0.689566, -6.512011, -6.973830, 23.924181, 0.001281
0.690853, -6.565615, -7.175339, 23.751012, 0.001287
0.692145, -6.633841, -7.388014, 23.600151, 0.001292
0.693444, -6.716321, -7.611056, 23.473035, 0.001298
0.694749, -6.812642, -7.843566, 23.371097, 0.001305
0.696060, -6.922341, -8.084520, 23.295753, 0.001312
0.697379, -7.044892, -8.332742, 23.248388, 0.001318
0.698704, -7.179699, -8.586871, 23.230339, 0.001325
0.700036, -7.326085, -8.845339, 23.242864, 0.001332
0.701376, -7.483275, -9.106346, 23.287115, 0.001339
0.702722, -7.650385, -9.367840, 23.364096, 0.001346
0.704075, -7.826408, -9.627499, 23.474614, 0.001353
0.705434, -8.010197, -9.882729, 23.619231, 0.001359
0.706798, -8.200455, -10.130660, 23.798201, 0.001365
0.708169, -8.395723, -10.368165, 24.011406, 0.001370
0.709544, -8.594371, -10.591884, 24.258292, 0.001375
0.710924, -8.794595, -10.798272, 24.537798, 0.001380
0.712308, -8.994419, -10.983655, 24.848294, 0.001384
0.713695, -9.191702, -11.144317, 25.187527, 0.001387
0.715084, -9.384156, -11.276596, 25.552575, 0.001389
0.716475, -9.569368, -11.377003, 25.939829, 0.001391
0.717868, -9.744838, -11.442348, 26.344984, 0.001392
0.719261, -9.908018, -11.469885, 26.763079, 0.001393
0.720653, -10.056372, -11.457448, 27.188550, 0.001393
0.722045, -10.187428, -11.403590, 27.615336, 0.001392
0.723435, -10.298856, -11.307696, 28.037006, 0.001390
0.724823, -10.388529, -11.170079, 28.446927, 0.001388
0.726208, -10.454604, -10.992035, 28.838452, 0.001385
0.727589, -10.495580, -10.775854, 29.205124, 0.001382
0.728967, -10.510368, -10.524787, 29.540890, 0.001378
0.730340, -10.498332, -10.242964, 29.840297, 0.001373
0.731711, -10.459330, -9.935263, 30.098675, 0.001370
0.733078, -10.393725, -9.607143, 30.312273, 0.001367
0.734441, -10.302386, -9.264451, 30.478368, 0.001363
0.735800, -10.186667, -8.913209, 30.595309, 0.001359
0.737155, -10.048363, -8.559407, 30.662519, 0.001355
0.738506, -9.889663, -8.208806, 30.680448, 0.001350
0.739851, -9.713075, -7.866761, 30.650482, 0.001346
0.741192, -9.521352, -7.538089, 30.574820, 0.001341
0.742527, -9.317416, -7.226962, 30.456335, 0.001335
0.743857, -9.104271, -6.936854, 30.298415, 0.001330
0.745182, -8.884933, -6.670515, 30.104817, 0.001324
0.746500, -8.662357, -6.429987, 29.879516, 0.001319
0.747814, -8.439379, -6.216649, 29.626580, 0.001313
0.749121, -8.218668, -6.031274, 29.350064, 0.001308
0.750423, -8.002684, -5.874114, 29.053917, 0.001302
0.751720, -7.793657, -5.744982, 28.741924, 0.001297
0.753012, -7.593568, -5.643339, 28.417656, 0.001292
0.754298, -7.404145, -5.568380, 28.084448, 0.001287
0.755580, -7.226866, -5.519110, 27.745389, 0.001282
0.756858, -7.062967, -5.494413, 27.403319, 0.001278
0.758132, -6.913456, -5.493111, 27.060848, 0.001274
0.759403, -6.779132, -5.514011, 26.720365, 0.001271
0.760671, -6.660606, -5.555944, 26.384068, 0.001268
0.761937, -6.558322, -5.617791, 26.053984, 0.001266
0.763201, -6.472577, -5.698503, 25.731994, 0.001264
0.764464, -6.403546, -5.797108, 25.419861, 0.001263
0.765727, -6.351297, -5.912719, 25.119251, 0.001263
0.766990, -6.315811, -6.044527, 24.831757, 0.001263
0.768254, -6.296999, -6.191794, 24.558919, 0.001264
0.769520, -6.294712, -6.353843, 24.302240, 0.001266
0.770789, -6.308753, -6.530037, 24.063204, 0.001269
0.772062, -6.338884, -6.719765, 23.843289, 0.001274
0.773341, -6.384832, -6.922414, 23.643973, 0.001279
0.774626, -6.446293, -7.137348, 23.466744, 0.001285
0.775917, -6.522924, -7.363880, 23.313104, 0.001291
0.777214, -6.614352, -7.601243, 23.184565, 0.001297
0.778519, -6.720155, -7.848561, 23.082647, 0.001304
0.779830, -6.839867, -8.104813, 23.008865, 0.001312
0.781149, -6.972957, -8.368809, 22.964719, 0.001319
0.782476, -7.118823, -8.639150, 22.951664, 0.001327
0.783810, -7.276777, -8.914203, 22.971089, 0.001334
0.785152, -7.446026, -9.192071, 23.024278, 0.001342
0.786500, -7.625661, -9.470570, 23.112364, 0.001349
0.787856, -7.814634, -9.747206, 23.236277, 0.001356
0.789219, -8.011748, -10.019171, 23.396685, 0.001363
0.790588, -8.215633, -10.283341, 23.593925, 0.001369
0.791962, -8.424741, -10.536288, 23.827927, 0.001375
0.793342, -8.637329, -10.774313, 24.098139, 0.001380
0.794726, -8.851458, -10.993496, 24.403445, 0.001384
0.796115, -9.064992, -11.189764, 24.742093, 0.001388
0.797506, -9.275607, -11.358982, 25.111627, 0.001392
0.798900, -9.480809, -11.497075, 25.508835, 0.001394
0.800296, -9.677961, -11.600157, 25.929722, 0.001396
0.801693, -9.864322, -11.664686, 26.369511, 0.001397
0.803090, -10.037099, -11.687626, 26.822669, 0.001397
0.804486, -10.193506, -11.666613, 27.282993, 0.001397
0.805882, -10.330838, -11.600111, 27.743714, 0.001395
0.807275, -10.446545, -11.487545, 28.197665, 0.001393
0.808666, -10.538316, -11.329412, 28.637468, 0.001391
0.810053, -10.604162, -11.127332, 29.055763, 0.001388
0.811437, -10.642493, -10.884061, 29.445446, 0.001384
0.812817, -10.652184, -10.603441, 29.799915, 0.001380
0.814192, -10.632634, -10.290287, 30.113297, 0.001375
0.815564, -10.583795, -9.950232, 30.380653, 0.001372
0.816932, -10.506192, -9.589516, 30.598127, 0.001368
0.818296, -10.400915, -9.214758, 30.763053, 0.001364
0.819656, -10.269587, -8.832702, 30.873995, 0.001360
0.821011, -10.114315, -8.449978, 30.930724, 0.001355
0.822362, -9.937623, -8.072879, 30.934152, 0.001350
0.823707, -9.742367, -7.707169, 30.886204, 0.001345
0.825046, -9.531650, -7.357941, 30.789665, 0.001340
0.826380, -9.308727, -7.029514, 30.648009, 0.001334
0.827708, -9.076915, -6.725387, 30.465214, 0.001328
0.829031, -8.839508, -6.448232, 30.245587, 0.001322
0.830347, -8.599703, -6.199925, 29.993605, 0.001316
0.831657, -8.360533, -5.981614, 29.713773, 0.001310
0.832961, -8.124821, -5.793801, 29.410510, 0.001304
0.834260, -7.895143, -5.636439, 29.088065, 0.001298
0.835552, -7.673801, -5.509036, 28.750452, 0.001293
0.836839, -7.462816, -5.410756, 28.401413, 0.001287
0.838121, -7.263921, -5.340513, 28.044402, 0.001282
0.839398, -7.078575, -5.297059, 27.682579, 0.001277
0.840671, -6.907975, -5.279055, 27.318825, 0.001272
0.841939, -6.753071, -5.285134, 26.955758, 0.001268
0.843204, -6.614597, -5.313948, 26.595760, 0.001265
0.844466, -6.493090, -5.364207, 26.241003, 0.001262
0.845725, -6.388917, -5.434703, 25.893484, 0.001260
0.846983, -6.302300, -5.524327, 25.555049, 0.001258
0.848240, -6.233338, -5.632076, 25.227426, 0.001257
0.849497, -6.182033, -5.757052, 24.912252, 0.001257
0.850754, -6.148304, -5.898456, 24.611093, 0.001257
0.852013, -6.132006, -6.055580, 24.325472, 0.001258
0.853273, -6.132946, -6.227787, 24.056888, 0.001260
0.854537, -6.150891, -6.414494, 23.806828, 0.001264
0.855807, -6.185574, -6.615151, 23.576788, 0.001269
0.857081, -6.236705, -6.829210, 23.368277, 0.001275
0.858363, -6.303965, -7.056104, 23.182831, 0.001281
0.859651, -6.387013, -7.295214, 23.022015, 0.001288
0.860946, -6.485476, -7.545837, 22.887419, 0.001295
0.862248, -6.598942, -7.807151, 22.780661, 0.001303
0.863559, -6.726957, -8.078182, 22.703374, 0.001311
0.864878, -6.869005, -8.357768, 22.657188, 0.001319
0.866204, -7.024500, -8.644519, 22.643711, 0.001327
0.867539, -7.192767, -8.936785, 22.664498, 0.001335
0.868882, -7.373023, -9.232623, 22.721010, 0.001343
0.870232, -7.564361, -9.529762, 22.814569, 0.001351
0.871590, -7.765725, -9.825584, 22.946299, 0.001358
0.872956, -7.975896, -10.117107, 23.117056, 0.001365
0.874327, -8.193466, -10.400981, 23.327355, 0.001372
0.875706, -8.416827, -10.673497, 23.577280, 0.001378
0.877089, -8.644154, -10.930620, 23.866399, 0.001384
0.878478, -8.873399, -11.168037, 24.193665, 0.001389
0.879871, -9.102286, -11.381232, 24.557330, 0.001393
0.881267, -9.328322, -11.565592, 24.954863, 0.001396
0.882665, -9.548810, -11.716532, 25.382881, 0.001399
0.884066, -9.760885, -11.829650, 25.837112, 0.001401
0.885467, -9.961547, -11.900904, 26.312385, 0.001401
0.886869, -10.147725, -11.926804, 26.802660, 0.001402
0.888270, -10.316343, -11.904601, 27.301110, 0.001401
0.889670, -10.464397, -11.832478, 27.800249, 0.001400
0.891067, -10.589049, -11.709713, 28.292109, 0.001397
0.892462, -10.687722, -11.536800, 28.768472, 0.001395
0.893853, -10.758191, -11.315529, 29.221122, 0.001391
0.895240, -10.798679, -11.048994, 29.642138, 0.001387
0.896622, -10.807930, -10.741535, 30.024172, 0.001382
0.898000, -10.785280, -10.398611, 30.360721, 0.001378
0.899374, -10.730692, -10.026603, 30.646362, 0.001374
0.900744, -10.644773, -9.632575, 30.876929, 0.001370
0.902110, -10.528771, -9.223994, 31.049626, 0.001366
0.903471, -10.384528, -8.808435, 31.163067, 0.001361
0.904827, -10.214430, -8.393298, 31.217243, 0.001356
0.906178, -10.021317, -7.985552, 31.213425, 0.001351
0.907523, -9.808396, -7.591514, 31.154011, 0.001345
0.908863, -9.579129, -7.216696, 31.042337, 0.001340
0.910196, -9.337130, -6.865697, 30.882468, 0.001333
0.911524, -9.086062, -6.542158, 30.678981, 0.001327
0.912845, -8.829538, -6.248770, 30.436767, 0.001321
0.914159, -8.571040, -5.987328, 30.160839, 0.001315
0.915467, -8.313850, -5.758813, 29.856186, 0.001308
0.916769, -8.060996, -5.563497, 29.527645, 0.001302
0.918064, -7.815212, -5.401066, 29.179810, 0.001295
0.919353, -7.578921, -5.270741, 28.816975, 0.001289
0.920636, -7.354222, -5.171393, 28.443097, 0.001283
0.921913, -7.142896, -5.101655, 28.061787, 0.001277
0.923186, -6.946415, -5.060014, 27.676315, 0.001272
0.924453, -6.765965, -5.044895, 27.289628, 0.001267
0.925715, -6.602468, -5.054725, 26.904378, 0.001263
0.926974, -6.456609, -5.087983, 26.522958, 0.001259
0.928230, -6.328871, -5.143240, 26.147531, 0.001256
0.929483, -6.219558, -5.219182, 25.780071, 0.001253
0.930734, -6.128826, -5.314623, 25.422397, 0.001251
0.931984, -6.056712, -5.428515, 25.076206, 0.001250
0.933234, -6.003153, -5.559940, 24.743101, 0.001250
0.934485, -5.968013, -5.708104, 24.424623, 0.001250
0.935736, -5.951099, -5.872325, 24.122272, 0.001252
0.936990, -5.952174, -6.052009, 23.837531, 0.001254
0.938248, -5.970973, -6.246634, 23.571886, 0.001258
0.939511, -6.007207, -6.455724, 23.326839, 0.001263
0.940780, -6.060572, -6.678819, 23.103923, 0.001269
0.942056, -6.130748, -6.915445, 22.904711, 0.001276
0.943339, -6.217397, -7.165085, 22.730823, 0.001283
0.944630, -6.320162, -7.427138, 22.583928, 0.001291
0.945929, -6.438658, -7.700889, 22.465740, 0.001299
0.947236, -6.572459, -7.985463, 22.378013, 0.001307
0.948552, -6.721089, -8.279791, 22.322524, 0.001316
0.949877, -6.884005, -8.582563, 22.301054, 0.001325
0.951211, -7.060575, -8.892190, 22.315360, 0.001334
0.952553, -7.250062, -9.206761, 22.367129, 0.001342
0.953904, -7.451602, -9.524008, 22.457938, 0.001351
0.955263, -7.664176, -9.841271, 22.589185, 0.001359
0.956629, -7.886591, -10.155476, 22.762020, 0.001367
0.958003, -8.117453, -10.463118, 22.977260, 0.001374
0.959384, -8.355147, -10.760271, 23.235291, 0.001381
0.960771, -8.597818, -11.042602, 23.535968, 0.001387
0.962163, -8.843357, -11.305421, 23.878503, 0.001392
0.963560, -9.089397, -11.543755, 24.261356, 0.001397
0.964961, -9.333311, -11.752451, 24.682128, 0.001401
0.966364, -9.572230, -11.926318, 25.137482, 0.001403
0.967769, -9.803067, -12.060291, 25.623069, 0.001405
0.969176, -10.022563, -12.149634, 26.133507, 0.001407
0.970583, -10.227343, -12.190157, 26.662391, 0.001407
0.971989, -10.413988, -12.178450, 27.202371, 0.001406
0.973394, -10.579129, -12.112104, 27.745279, 0.001405
0.974796, -10.719544, -11.989923, 28.282319, 0.001402
0.976195, -10.832270, -11.812080, 28.804327, 0.001399
0.977591, -10.914713, -11.580233, 29.302058, 0.001396
0.978983, -10.964758, -11.297552, 29.766527, 0.001391
0.980369, -10.980862, -10.968671, 30.189342, 0.001386
0.981750, -10.962138, -10.599553, 30.563029, 0.001381
0.983127, -10.908406, -10.197273, 30.881323, 0.001377
0.984500, -10.820219, -9.769738, 31.139386, 0.001373
0.985869, -10.698856, -9.325356, 31.333951, 0.001369
0.987233, -10.546285, -8.872689, 31.463378, 0.001364
0.988591, -10.365096, -8.420117, 31.527623, 0.001358
0.989944, -10.158407, -7.975523, 31.528120, 0.001353
0.991291, -9.929757, -7.546037, 31.467602, 0.001347
0.992632, -9.682980, -7.137845, 31.349877, 0.001341
0.993966, -9.422083, -6.756067, 31.179575, 0.001334
0.995294, -9.151128, -6.404708, 30.961893, 0.001328
0.996615, -8.874114, -6.086669, 30.702353, 0.001321
0.997929, -8.594887, -5.803814, 30.406587, 0.001314
0.999236, -8.317058, -5.557074, 30.080159, 0.001307
1.000536, -8.043942, -5.346581, 29.728421, 0.001300
1.001829, -7.778520, -5.171806, 29.356417, 0.001293
1.003115, -7.523412, -5.031709, 28.968816, 0.001286
1.004395, -7.280870, -4.924875, 28.569878, 0.001280
1.005669, -7.052785, -4.849644, 28.163451, 0.001274
1.006936, -6.840701, -4.804214, 27.752981, 0.001268
1.008199, -6.645844, -4.786740, 27.341541, 0.001262
1.009456, -6.469146, -4.795404, 26.931864, 0.001257
1.010709, -6.311281, -4.828471, 26.526386, 0.001253
1.011958, -6.172701, -4.884329, 26.127290, 0.001249
1.013204, -6.053666, -4.961518, 25.736546, 0.001246
1.014448, -5.954284, -5.058738, 25.355957, 0.001244
1.015691, -5.874533, -5.174862, 24.987190, 0.001243
1.016933, -5.814297, -5.308923, 24.631816, 0.001242
1.018175, -5.773385, -5.460109, 24.291340, 0.001242
1.019418, -5.751554, -5.627747, 23.967229, 0.001243
1.020663, -5.748526, -5.811280, 23.660938, 0.001245
1.021912, -5.764002, -6.010244, 23.373929, 0.001249
1.023167, -5.797669, -6.224245, 23.107693, 0.001254
1.024428, -5.849211, -6.452922, 22.863761, 0.001261
1.025696, -5.918304, -6.695925, 22.643722, 0.001268
1.026971, -6.004625, -6.952870, 22.449229, 0.001276
1.028255, -6.107840, -7.223309, 22.282004, 0.001284
1.029548, -6.227599, -7.506689, 22.143841, 0.001293
1.030849, -6.363527, -7.802308, 22.036603, 0.001302
1.032160, -6.515209, -8.109273, 21.962208, 0.001311
1.033480, -6.682171, -8.426450, 21.922615, 0.001320
1.034810, -6.863867, -8.752420, 21.919799, 0.001330
1.036150, -7.059647, -9.085430, 21.955711, 0.001339
1.037498, -7.268743, -9.423342, 22.032237, 0.001349
1.038856, -7.490232, -9.763597, 22.151133, 0.001358
1.040222, -7.723017, -10.103170, 22.313952, 0.001366
1.041596, -7.965790, -10.438547, 22.521957, 0.001374
1.042978, -8.217013, -10.765715, 22.776019, 0.001382
1.044367, -8.474885, -11.080158, 23.076500, 0.001389
1.045762, -8.737325, -11.376901, 23.423124, 0.001395
1.047162, -9.001957, -11.650560, 23.814852, 0.001400
1.048566, -9.266102, -11.895444, 24.249747, 0.001404
1.049974, -9.526785, -12.105687, 24.724854, 0.001408
1.051385, -9.780755, -12.275428, 25.236101, 0.001410
1.052797, -10.024520, -12.399016, 25.778233, 0.001412
1.054209, -10.254404, -12.471264, 26.344792, 0.001413
1.055621, -10.466619, -12.487718, 26.928158, 0.001412
1.057032, -10.657362, -12.444927, 27.519654, 0.001411
1.058441, -10.822922, -12.340715, 28.109740, 0.001409
1.059847, -10.959804, -12.174403, 28.688263, 0.001406
1.061249, -11.064863, -11.946984, 29.244790, 0.001402
1.062646, -11.135431, -11.661208, 29.768983, 0.001397
1.064038, -11.169440, -11.321578, 30.251004, 0.001392
1.065425, -11.165530, -10.934230, 30.681917, 0.001387
1.066807, -11.123124, -10.506722, 31.054050, 0.001382
1.068184, -11.042475, -10.047725, 31.361302, 0.001378
1.069557, -10.924677, -9.566646, 31.599350, 0.001373
1.070925, -10.771634, -9.073216, 31.765757, 0.001368
1.072288, -10.585992, -8.577075, 31.859962, 0.001362
1.073644, -10.371045, -8.087384, 31.883177, 0.001356
1.074994, -10.130606, -7.612498, 31.838184, 0.001350
1.076338, -9.868873, -7.159707, 31.729079, 0.001344
1.077675, -9.590277, -6.735075, 31.560972, 0.001337
1.079005, -9.299343, -6.343359, 31.339678, 0.001330
1.080328, -9.000556, -5.988012, 31.071420, 0.001323
1.081643, -8.698240, -5.671255, 30.762568, 0.001315
1.082951, -8.396466, -5.394197, 30.419415, 0.001308
1.084252, -8.098973, -5.156989, 30.048002, 0.001300
1.085544, -7.809122, -4.959000, 29.654000, 0.001293
1.086830, -7.529862, -4.798986, 29.242623, 0.001285
1.088108, -7.263720, -4.675266, 28.818599, 0.001278
1.089379, -7.012807, -4.585868, 28.386156, 0.001271
1.090643, -6.778840, -4.528665, 27.949040, 0.001264
1.091901, -6.563163, -4.501481, 27.510553, 0.001258
1.093154, -6.366789, -4.502185, 27.073594, 0.001252
1.094401, -6.190437, -4.528750, 26.640714, 0.001247
1.095644, -6.034569, -4.579307, 26.214161, 0.001243
1.096883, -5.899436, -4.652171, 25.795940, 0.001239
1.098119, -5.785116, -4.745858, 25.387854, 0.001236
1.099353, -5.691545, -4.859094, 24.991557, 0.001234
1.100586, -5.618555, -4.990805, 24.608584, 0.001233
1.101819, -5.565903, -5.140112, 24.240399, 0.001233
1.103052, -5.533292, -5.306306, 23.888418, 0.001233
1.104287, -5.520393, -5.488836, 23.554044, 0.001235
1.105525, -5.526865, -5.687275, 23.238688, 0.001237
1.106768, -5.552361, -5.901298, 22.943792, 0.001243
1.108017, -5.596540, -6.130649, 22.670849, 0.001249
1.109273, -5.659074, -6.375110, 22.421421, 0.001256
1.110538, -5.739643, -6.634463, 22.197146, 0.001264
1.111811, -5.837936, -6.908452, 21.999755, 0.001273
1.113093, -5.953643, -7.196747, 21.831073, 0.001282
1.114384, -6.086448, -7.498893, 21.693026, 0.001292
1.115686, -6.236014, -7.814270, 21.587633, 0.001302
1.116998, -6.401966, -8.142038, 21.516998, 0.001312
1.118320, -6.583873, -8.481087, 21.483293, 0.001322
1.119653, -6.781223, -8.829981, 21.488731, 0.001333
1.120995, -6.993398, -9.186899, 21.535522, 0.001343
1.122348, -7.219647, -9.549585, 21.625828, 0.001353
1.123711, -7.459049, -9.915290, 21.761690, 0.001362
1.125083, -7.710485, -10.280727, 21.944946, 0.001372
1.126463, -7.972604, -10.642038, 22.177129, 0.001380
1.127851, -8.243784, -10.994771, 22.459346, 0.001388
1.129247, -8.522109, -11.333885, 22.792141, 0.001396
1.130649, -8.805335, -11.653778, 23.175346, 0.001402
1.132056, -9.090876, -11.948360, 23.607923, 0.001407
1.133468, -9.375793, -12.211161, 24.087801, 0.001412
1.134883, -9.656797, -12.435487, 24.611733, 0.001415
1.136300, -9.930274, -12.614633, 25.175170, 0.001417
1.137719, -10.192326, -12.742136, 25.772177, 0.001419
1.139138, -10.438833, -12.812072, 26.395410, 0.001419
1.140556, -10.665544, -12.819388, 27.036162, 0.001418
1.141972, -10.868186, -12.760231, 27.684497, 0.001416
1.143386, -11.042598, -12.632269, 28.329482, 0.001414
1.144796, -11.184877, -12.434962, 28.959505, 0.001410
1.146202, -11.291536, -12.169759, 29.562680, 0.001406
1.147603, -11.359658, -11.840191, 30.127313, 0.001401
1.148998, -11.387039, -11.451835, 30.642388, 0.001395
1.150386, -11.372309, -11.012153, 31.098053, 0.001389
1.151770, -11.315017, -10.530201, 31.486042, 0.001384
1.153149, -11.215680, -10.016230, 31.800018, 0.001379
1.154524, -11.075779, -9.481211, 32.035790, 0.001374
1.155892, -10.897712, -8.936331, 32.191394, 0.001368
1.157254, -10.684705, -8.392494, 32.267046, 0.001362
1.158611, -10.440681, -7.859869, 32.264957, 0.001356
1.159960, -10.170107, -7.347528, 32.189061, 0.001349
1.161302, -9.877825, -6.863180, 32.044674, 0.001342
1.162637, -9.568877, -6.413019, 31.838115, 0.001335
1.163965, -9.248337, -6.001679, 31.576337, 0.001327
1.165284, -8.921167, -5.632282, 31.266587, 0.001320
1.166596, -8.592082, -5.306561, 30.916105, 0.001311
1.167899, -8.265455, -5.025033, 30.531891, 0.001303
1.169194, -7.945241, -4.787205, 30.120535, 0.001295
