t, X, Y, Z, DT
43.902581, -8.694491, -15.771081, 13.449082, 0.001622
43.904207, -9.421446, -16.876088, 14.554927, 0.001626
43.905833, -10.183438, -17.956484, 15.857658, 0.001626
43.907454, -10.973139, -18.976901, 17.369583, 0.001621
43.909068, -11.780185, -19.894375, 19.096609, 0.001614
43.910670, -12.590766, -20.659076, 21.035204, 0.001602
43.912259, -13.387388, -21.216251, 23.169160, 0.001589
43.913831, -14.148902, -21.509652, 25.466633, 0.001573
43.915386, -14.850946, -21.486570, 27.878150, 0.001555
43.916922, -15.466886, -21.104198, 30.336433, 0.001536
43.918438, -15.969309, -20.336604, 32.758817, 0.001516
43.919934, -16.332024, -19.181075, 35.052715, 0.001496
43.921410, -16.532380, -17.662321, 37.123905, 0.001476
43.922865, -16.553602, -15.833112, 38.886572, 0.001455
43.924303, -16.386757, -13.770563, 40.273305, 0.001438
43.925729, -16.031975, -11.568337, 41.242913, 0.001426
43.927142, -15.498671, -9.326163, 41.784338, 0.001414
43.928544, -14.804695, -7.138806, 41.915866, 0.001401
43.929932, -13.974586, -5.086704, 41.680109, 0.001388
43.931306, -13.037249, -3.229864, 41.136207, 0.001374
43.932665, -12.023452, -1.605595, 40.351144, 0.001359
43.934006, -10.963525, -0.229657, 39.391899, 0.001341
43.935329, -9.885505, 0.900195, 38.319533, 0.001322
43.936629, -8.813867, 1.799526, 37.185615, 0.001301
43.937906, -7.768824, 2.492422, 36.030793, 0.001277
43.939156, -6.766136, 3.007316, 34.885004, 0.001250
43.940376, -5.817281, 3.373748, 33.768708, 0.001221
43.941565, -4.929876, 3.620125, 32.694616, 0.001188
43.942718, -4.108219, 3.772361, 31.669507, 0.001153
43.943833, -3.353888, 3.853204, 30.695902, 0.001115
43.944907, -2.666303, 3.882038, 29.773457, 0.001073
43.945934, -2.043259, 3.874997, 28.900063, 0.001028
43.946911, -1.481367, 3.845252, 28.072649, 0.000977
43.947832, -0.976438, 3.803377, 27.287753, 0.000920
43.948686, -0.523785, 3.757735, 26.541889, 0.000854
43.949460, -0.118464, 3.714853, 25.831778, 0.000774
43.950124, 0.244548, 3.679759, 25.154474, 0.000664
43.950819, 0.570210, 3.656278, 24.507418, 0.000695
43.951593, 0.863329, 3.647289, 23.888456, 0.000774
43.952425, 1.128488, 3.654939, 23.295816, 0.000831
43.953302, 1.370013, 3.680819, 22.728091, 0.000877
43.954218, 1.591948, 3.726116, 22.184198, 0.000916
43.955168, 1.798050, 3.791729, 21.663354, 0.000950
43.956148, 1.991795, 3.878367, 21.165045, 0.000980
43.957155, 2.176389, 3.986625, 20.689001, 0.001007
43.958189, 2.354786, 4.117043, 20.235185, 0.001033
43.959246, 2.529711, 4.270154, 19.803784, 0.001058
43.960327, 2.703680, 4.446514, 19.395200, 0.001081
43.961431, 2.879026, 4.646728, 19.010059, 0.001104
43.962557, 3.057918, 4.871458, 18.649217, 0.001126
43.963705, 3.242388, 5.121430, 18.313774, 0.001148
43.964875, 3.434344, 5.397429, 18.005097, 0.001170
43.966066, 3.635590, 5.700281, 17.724837, 0.001192
43.967280, 3.847838, 6.030831, 17.474961, 0.001213
43.968515, 4.072717, 6.389907, 17.257784, 0.001235
43.969771, 4.311779, 6.778272, 17.075996, 0.001257
43.971050, 4.566492, 7.196564, 16.932699, 0.001278
43.972349, 4.838237, 7.645217, 16.831438, 0.001300
43.973670, 5.128294, 8.124367, 16.776229, 0.001321
43.975011, 5.437810, 8.633729, 16.771572, 0.001341
43.976372, 5.767775, 9.172465, 16.822463, 0.001361
43.977752, 6.118968, 9.739011, 16.934367, 0.001380
43.979151, 6.491904, 10.330892, 17.113179, 0.001399
43.980567, 6.886760, 10.944506, 17.365128, 0.001416
43.981998, 7.303291, 11.574895, 17.696638, 0.001432
43.983444, 7.740726, 12.215502, 18.114109, 0.001446
43.984902, 8.197659, 12.857942, 18.623630, 0.001458
43.986371, 8.671921, 13.491802, 19.230578, 0.001469
43.987848, 9.160455, 14.104497, 19.939129, 0.001477
43.989331, 9.659192, 14.681248, 20.751652, 0.001483
43.990819, 10.162939, 15.205194, 21.668022, 0.001488
43.992309, 10.665307, 15.657729, 22.684874, 0.001490
43.993798, 11.158682, 16.019082, 23.794868, 0.001489
43.995285, 11.634268, 16.269195, 24.986032, 0.001487
43.996769, 12.082234, 16.388894, 26.241325, 0.001483
43.998246, 12.491957, 16.361308, 27.538517, 0.001478
43.999717, 12.852394, 16.173443, 28.850520, 0.001471
44.001179, 13.152570, 15.817758, 30.146267, 0.001462
44.002632, 13.382154, 15.293511, 31.392141, 0.001453
44.004074, 13.532098, 14.607669, 32.553918, 0.001442
44.005504, 13.595263, 13.775163, 33.599021, 0.001431
44.006923, 13.566977, 12.818360, 34.498852, 0.001419
44.008333, 13.445451, 11.765745, 35.230878, 0.001410
44.009735, 13.231996, 10.649939, 35.780181, 0.001402
44.011129, 12.931003, 9.505302, 36.140245, 0.001393
44.012513, 12.549702, 8.365456, 36.312898, 0.001384
44.013888, 12.097704, 7.261032, 36.307459, 0.001375
44.015252, 11.586402, 6.217933, 36.139282, 0.001364
44.016606, 11.028297, 5.256243, 35.827935, 0.001353
44.017947, 10.436308, 4.389824, 35.395311, 0.001342
44.019276, 9.823152, 3.626521, 34.863895, 0.001329
44.020592, 9.200815, 2.968818, 34.255347, 0.001316
44.021893, 8.580157, 2.414786, 33.589477, 0.001301
44.023179, 7.970651, 1.959137, 32.883626, 0.001286
44.024450, 7.380244, 1.594269, 32.152401, 0.001271
44.025704, 6.815332, 1.311196, 31.407670, 0.001254
44.026942, 6.280809, 1.100324, 30.658765, 0.001238
44.028162, 5.780189, 0.952052, 29.912783, 0.001220
44.029365, 5.315754, 0.857203, 29.174940, 0.001203
44.030550, 4.888728, 0.807311, 28.448933, 0.001185
44.031719, 4.499456, 0.794790, 27.737266, 0.001168
44.032870, 4.147572, 0.813010, 27.041545, 0.001151
44.034004, 3.832162, 0.856305, 26.362717, 0.001135
44.035123, 3.551906, 0.919942, 25.701263, 0.001119
44.036227, 3.305200, 1.000052, 25.057350, 0.001104
44.037317, 3.090263, 1.093558, 24.430943, 0.001090
44.038394, 2.905229, 1.198084, 23.821890, 0.001077
44.039460, 2.748209, 1.311872, 23.229981, 0.001066
44.040516, 2.617357, 1.433700, 22.654988, 0.001056
44.041564, 2.510907, 1.562810, 22.096698, 0.001048
44.042607, 2.427210, 1.698834, 21.554925, 0.001042
44.043644, 2.364754, 1.841744, 21.029533, 0.001038
44.044680, 2.322184, 1.991796, 20.520438, 0.001035
44.045715, 2.298309, 2.149490, 20.027620, 0.001035
44.046751, 2.292110, 2.315534, 19.551131, 0.001037
44.047792, 2.302741, 2.490818, 19.091099, 0.001041
44.048842, 2.329530, 2.676389, 18.647741, 0.001050
44.049904, 2.371974, 2.873435, 18.221370, 0.001061
44.050977, 2.429738, 3.083271, 17.812410, 0.001074
44.052065, 2.502650, 3.307328, 17.421411, 0.001088
44.053169, 2.590695, 3.547144, 17.049067, 0.001103
44.054289, 2.694011, 3.804357, 16.696235, 0.001120
44.055428, 2.812883, 4.080697, 16.363964, 0.001138
44.056585, 2.947739, 4.377976, 16.053523, 0.001158
44.057763, 3.099140, 4.698077, 15.766432, 0.001178
44.058962, 3.267777, 5.042938, 15.504504, 0.001199
44.060183, 3.454461, 5.414527, 15.269886, 0.001221
44.061427, 3.660114, 5.814814, 15.065108, 0.001243
44.062693, 3.885756, 6.245724, 14.893139, 0.001266
44.063983, 4.132487, 6.709086, 14.757437, 0.001290
44.065296, 4.401471, 7.206549, 14.662016, 0.001313
44.066633, 4.693904, 7.739492, 14.611501, 0.001337
44.067993, 5.010982, 8.308890, 14.611186, 0.001360
44.069376, 5.353856, 8.915164, 14.667078, 0.001383
44.070780, 5.723568, 9.557978, 14.785928, 0.001405
44.072206, 6.120989, 10.236003, 14.975230, 0.001426
44.073651, 6.546716, 10.946635, 15.243179, 0.001445
44.075114, 7.000970, 11.685671, 15.598565, 0.001463
44.076594, 7.483458, 12.446940, 16.050584, 0.001479
44.078087, 7.993217, 13.221918, 16.608536, 0.001493
44.079592, 8.528434, 13.999342, 17.281386, 0.001505
44.081105, 9.086251, 14.764865, 18.077156, 0.001514
44.082626, 9.662557, 15.500813, 19.002131, 0.001520
44.084149, 10.251785, 16.186118, 20.059887, 0.001524
44.085674, 10.846737, 16.796523, 21.250142, 0.001525
44.087198, 11.438456, 17.305161, 22.567527, 0.001523
44.088717, 12.016199, 17.683601, 24.000366, 0.001519
44.090230, 12.567522, 17.903414, 25.529661, 0.001513
44.091735, 13.078544, 17.938263, 27.128491, 0.001505
44.093231, 13.534400, 17.766391, 28.762084, 0.001495
44.094715, 13.919896, 17.373283, 30.388766, 0.001484
44.096187, 14.220358, 16.754137, 31.961919, 0.001472
44.097645, 14.422598, 15.915713, 33.432908, 0.001459
44.099090, 14.515923, 14.877126, 34.754723, 0.001445
44.100521, 14.493058, 13.669276, 35.885884, 0.001430
44.101940, 14.350854, 12.332844, 36.794021, 0.001420
44.103351, 14.090679, 10.915040, 37.458541, 0.001410
44.104751, 13.718418, 9.465584, 37.871936, 0.001400
44.106141, 13.244079, 8.032554, 38.039559, 0.001390
44.107521, 12.681062, 6.658714, 37.977985, 0.001379
44.108888, 12.045190, 5.378828, 37.712352, 0.001368
44.110243, 11.353640, 4.218197, 37.273194, 0.001355
44.111584, 10.623886, 3.192403, 36.693301, 0.001341
44.112911, 9.872782, 2.308055, 36.005006, 0.001327
44.114222, 9.115828, 1.564206, 35.238151, 0.001311
44.115516, 8.366661, 0.954099, 34.418795, 0.001294
44.116791, 7.636773, 0.466954, 33.568607, 0.001275
44.118047, 6.935405, 0.089587, 32.704812, 0.001256
44.119283, 6.269606, -0.192244, 31.840502, 0.001235
44.120497, 5.644388, -0.392821, 30.985175, 0.001214
44.121688, 5.062956, -0.525744, 30.145362, 0.001192
44.122857, 4.526969, -0.603480, 29.325254, 0.001169
44.124002, 4.036806, -0.637115, 28.527276, 0.001145
44.125123, 3.591825, -0.636268, 27.752572, 0.001121
44.126219, 3.190604, -0.609102, 27.001404, 0.001097
44.127292, 2.831142, -0.562412, 26.273451, 0.001072
44.128340, 2.511045, -0.501748, 25.568043, 0.001048
44.129364, 2.227676, -0.431555, 24.884318, 0.001024
44.130364, 1.978268, -0.355320, 24.221334, 0.001001
44.131342, 1.760031, -0.275712, 23.578143, 0.000978
44.132297, 1.570219, -0.194713, 22.953832, 0.000955
44.133231, 1.406186, -0.113733, 22.347551, 0.000934
44.134145, 1.265428, -0.033717, 21.758516, 0.000914
44.135040, 1.145608, 0.044770, 21.186019, 0.000895
44.135917, 1.044575, 0.121466, 20.629418, 0.000877
44.136779, 0.960366, 0.196350, 20.088138, 0.000862
44.137627, 0.891215, 0.269587, 19.561657, 0.000848
44.138462, 0.835547, 0.341490, 19.049505, 0.000836
44.139288, 0.791971, 0.412485, 18.551255, 0.000826
44.140105, 0.759275, 0.483086, 18.066515, 0.000818
44.140918, 0.736413, 0.553871, 17.594929, 0.000812
44.141727, 0.722496, 0.625475, 17.136172, 0.000809
44.142536, 0.716785, 0.698575, 16.689943, 0.000808
44.143346, 0.718675, 0.773885, 16.255969, 0.000810
44.144163, 0.727689, 0.852155, 15.834003, 0.000817
44.144990, 0.743468, 0.934170, 15.423821, 0.000827
44.145828, 0.765765, 1.020752, 15.025229, 0.000839
44.146680, 0.794434, 1.112763, 14.638058, 0.000852
44.147547, 0.829431, 1.211112, 14.262173, 0.000867
44.148430, 0.870801, 1.316762, 13.897472, 0.000883
44.149331, 0.918683, 1.430739, 13.543894, 0.000901
44.150251, 0.973302, 1.554137, 13.201422, 0.000920
44.151191, 1.034969, 1.688132, 12.870093, 0.000940
44.152152, 1.104082, 1.833993, 12.550004, 0.000962
44.153136, 1.181128, 1.993089, 12.241327, 0.000984
44.154144, 1.266681, 2.166907, 11.944316, 0.001008
44.155177, 1.361411, 2.357060, 11.659330, 0.001032
44.156235, 1.466082, 2.565302, 11.386845, 0.001058
44.157319, 1.581561, 2.793541, 11.127484, 0.001085
44.158431, 1.708821, 3.043849, 10.882039, 0.001112
44.159572, 1.848948, 3.318475, 10.651507, 0.001141
44.160742, 2.003149, 3.619852, 10.437132, 0.001170
44.161942, 2.172754, 3.950606, 10.240448, 0.001200
44.163173, 2.359229, 4.313554, 10.063342, 0.001231
44.164435, 2.564176, 4.711700, 9.908115, 0.001262
44.165729, 2.789339, 5.148220, 9.777567, 0.001294
44.167056, 3.036605, 5.626432, 9.675086, 0.001326
44.168414, 3.308003, 6.149749, 9.604757, 0.001359
44.169805, 3.605696, 6.721607, 9.571484, 0.001391
44.171227, 3.931963, 7.345360, 9.581127, 0.001422
44.172680, 4.289178, 8.024130, 9.640646, 0.001453
44.174163, 4.679765, 8.760606, 9.758265, 0.001483
44.175674, 5.106143, 9.556767, 9.943621, 0.001511
44.177212, 5.570641, 10.413522, 10.207905, 0.001537
44.178772, 6.075379, 11.330245, 10.563964, 0.001561
44.180353, 6.622124, 12.304191, 11.026326, 0.001581
44.181951, 7.212078, 13.329783, 11.611113, 0.001598
44.183562, 7.845629, 14.397762, 12.335769, 0.001611
44.185183, 8.522032, 15.494240, 13.218533, 0.001620
44.186808, 9.239024, 16.599690, 14.277546, 0.001625
44.188434, 9.992388, 17.687995, 15.529530, 0.001626
44.190056, 10.775474, 18.725702, 16.987914, 0.001622
44.191672, 11.578711, 19.671747, 18.660410, 0.001615
44.193277, 12.389179, 20.477939, 20.546084, 0.001605
44.194869, 13.190318, 21.090575, 22.632140, 0.001592
44.196445, 13.961880, 21.453475, 24.890842, 0.001577
44.198004, 14.680262, 21.512622, 27.277220, 0.001559
44.199545, 15.319313, 21.222230, 29.728365, 0.001541
44.201066, 15.851687, 20.551642, 32.165158, 0.001521
44.202567, 16.250732, 19.491951, 34.496952, 0.001501
44.204047, 16.492741, 18.060856, 36.629216, 0.001481
44.205507, 16.559317, 16.304282, 38.473261, 0.001460
44.206948, 16.439462, 14.293769, 39.956416, 0.001441
44.208377, 16.131009, 12.119608, 41.030546, 0.001429
44.209794, 15.641097, 9.880879, 41.677038, 0.001417
44.211198, 14.985594, 7.674360, 41.907181, 0.001404
44.212590, 14.187539, 5.584604, 41.758106, 0.001392
44.213968, 13.274942, 3.676946, 41.285528, 0.001378
44.215331, 12.278285, 1.994287, 40.555129, 0.001363
44.216676, 11.228154, 0.557477, 39.634393, 0.001346
44.218004, 10.153255, -0.631637, 38.586164, 0.001327
44.219310, 9.079002, -1.585712, 37.464494, 0.001306
44.220593, 8.026677, -2.327074, 36.312724, 0.001283
44.221849, 7.013127, -2.883352, 35.163336, 0.001257
44.223078, 6.050854, -3.283995, 34.038987, 0.001228
44.224275, 5.148384, -3.557799, 32.954146, 0.001197
44.225437, 4.310788, -3.731344, 31.916914, 0.001163
44.226562, 3.540271, -3.828168, 30.930743, 0.001125
44.227647, 2.836745, -3.868467, 29.995908, 0.001084
44.228686, 2.198372, -3.869144, 29.110667, 0.001040
44.229677, 1.622029, -3.844066, 28.272144, 0.000991
44.230613, 1.103702, -3.804409, 27.476946, 0.000936
44.231486, 0.638813, -3.759046, 26.721577, 0.000873
44.232283, 0.222470, -3.714927, 26.002701, 0.000797
44.232981, -0.150338, -3.677422, 25.317288, 0.000698
44.233648, -0.484589, -3.650629, 24.662685, 0.000668
44.234403, -0.785129, -3.637642, 24.036641, 0.000755
44.235220, -1.056597, -3.640772, 23.437294, 0.000817
44.236086, -1.303380, -3.661736, 22.863149, 0.000865
44.236991, -1.529589, -3.701810, 22.313045, 0.000906
44.237932, -1.739050, -3.761954, 21.786127, 0.000941
44.238904, -1.935303, -3.842920, 21.281813, 0.000972
44.239903, -2.121618, -3.945323, 20.799771, 0.001000
44.240929, -2.301006, -4.069714, 20.339907, 0.001026
44.241980, -2.476247, -4.216626, 19.902344, 0.001051
44.243054, -2.649903, -4.386607, 19.487428, 0.001074
44.244151, -2.824349, -4.580251, 19.095721, 0.001097
44.245271, -3.001792, -4.798206, 18.728017, 0.001120
44.246413, -3.184296, -5.041187, 18.385344, 0.001142
44.247576, -3.373797, -5.309969, 18.068993, 0.001164
44.248761, -3.572123, -5.605373, 17.780532, 0.001185
44.249969, -3.781010, -5.928250, 17.521839, 0.001207
44.251197, -4.002107, -6.279446, 17.295127, 0.001229
44.252448, -4.236988, -6.659755, 17.102979, 0.001251
44.253720, -4.487144, -7.069867, 16.948380, 0.001272
44.255014, -4.753986, -7.510294, 16.834752, 0.001294
44.256328, -5.038824, -7.981275, 16.765979, 0.001315
44.257664, -5.342851, -8.482671, 16.746431, 0.001335
44.259020, -5.667106, -9.013826, 16.780973, 0.001356
44.260395, -6.012440, -9.573410, 16.874953, 0.001375
44.261789, -6.379453, -10.159240, 17.034167, 0.001394
44.263200, -6.768432, -10.768063, 17.264779, 0.001411
44.264627, -7.179267, -11.395337, 17.573197, 0.001427
44.266069, -7.611352, -12.034987, 17.965883, 0.001442
44.267525, -8.063478, -12.679168, 18.449079, 0.001455
44.268991, -8.533711, -13.318051, 19.028443, 0.001466
44.270466, -9.019261, -13.939660, 19.708584, 0.001475
44.271948, -9.516358, -14.529809, 20.492487, 0.001482
44.273435, -10.020136, -15.072165, 21.380843, 0.001487
44.274925, -10.524543, -15.548520, 22.371315, 0.001490
44.276415, -11.022299, -15.939295, 23.457781, 0.001490
44.277903, -11.504918, -16.224332, 24.629646, 0.001488
44.279388, -11.962820, -16.383987, 25.871323, 0.001485
44.280868, -12.385545, -16.400494, 27.162005, 0.001480
44.282341, -12.762090, -16.259513, 28.475857, 0.001473
44.283806, -13.081367, -15.951737, 29.782730, 0.001465
44.285261, -13.332760, -15.474330, 31.049444, 0.001456
44.286706, -13.506752, -14.832002, 32.241601, 0.001445
44.288141, -13.595565, -14.037461, 33.325785, 0.001434
44.289563, -13.593751, -13.111126, 34.271920, 0.001422
44.290975, -13.498654, -12.080015, 35.055464, 0.001412
44.292380, -13.310688, -10.975926, 35.659152, 0.001404
44.293776, -13.033394, -9.833113, 36.074021, 0.001396
44.295163, -12.673252, -8.685783, 36.299592, 0.001387
44.296541, -12.239282, -7.565739, 36.343230, 0.001378
44.297908, -11.742477, -6.500462, 36.218818, 0.001367
44.299265, -11.195132, -5.511824, 35.945011, 0.001357
44.300610, -10.610158, -4.615496, 35.543324, 0.001345
44.301942, -10.000429, -3.820987, 35.036325, 0.001333
44.303262, -9.378218, -3.132202, 34.446110, 0.001319
44.304567, -8.754769, -2.548329, 33.793162, 0.001305
44.305858, -8.139991, -2.064883, 33.095616, 0.001291
44.307133, -7.542290, -1.674770, 32.368902, 0.001275
44.308392, -6.968510, -1.369265, 31.625674, 0.001259
44.309634, -6.423968, -1.138833, 30.875969, 0.001242
44.310859, -5.912556, -0.973783, 30.127484, 0.001225
44.312066, -5.436887, -0.864749, 29.385930, 0.001208
44.313256, -4.998461, -0.803011, 28.655391, 0.001190
44.314429, -4.597849, -0.780700, 27.938671, 0.001173
44.315584, -4.234859, -0.790891, 27.237592, 0.001155
44.316723, -3.908711, -0.827633, 26.553254, 0.001139
44.317846, -3.618174, -0.885921, 25.886245, 0.001123
44.318953, -3.361705, -0.961643, 25.236796, 0.001107
44.320046, -3.137555, -1.051497, 24.604911, 0.001093
44.321126, -2.943863, -1.152914, 23.990456, 0.001080
44.322194, -2.778734, -1.263965, 23.393224, 0.001068
44.323252, -2.640295, -1.383283, 22.812983, 0.001058
44.324301, -2.526748, -1.509982, 22.249505, 0.001049
44.325344, -2.436400, -1.643589, 21.702589, 0.001043
44.326381, -2.367691, -1.783983, 21.172077, 0.001038
44.327416, -2.319216, -1.931342, 20.657864, 0.001035
44.328450, -2.289730, -2.086098, 20.159904, 0.001034
44.329484, -2.278161, -2.248903, 19.678221, 0.001035
44.330522, -2.283608, -2.420595, 19.212913, 0.001038
44.331568, -2.305345, -2.602175, 18.764162, 0.001046
44.332624, -2.342818, -2.794792, 18.332244, 0.001056
44.333692, -2.395639, -2.999721, 17.917542, 0.001068
44.334774, -2.463587, -3.218360, 17.520556, 0.001082
44.335871, -2.546599, -3.452214, 17.141924, 0.001097
44.336985, -2.644766, -3.702891, 16.782442, 0.001114
44.338117, -2.758329, -3.972095, 16.443084, 0.001131
44.339267, -2.887671, -4.261615, 16.125037, 0.001150
44.340437, -3.033313, -4.573315, 15.829724, 0.001170
44.341628, -3.195910, -4.909124, 15.558849, 0.001191
44.342841, -3.376235, -5.271009, 15.314433, 0.001213
44.344077, -3.575179, -5.660953, 15.098864, 0.001235
44.345335, -3.793736, -6.080911, 14.914949, 0.001258
44.346616, -4.032988, -6.532767, 14.765966, 0.001281
44.347921, -4.294085, -7.018257, 14.655728, 0.001305
44.349250, -4.578225, -7.538882, 14.588641, 0.001329
44.350602, -4.886618, -8.095796, 14.569762, 0.001352
44.351977, -5.220445, -8.689654, 14.604850, 0.001375
44.353374, -5.580807, -9.320434, 14.700406, 0.001397
44.354793, -5.968655, -9.987210, 14.863682, 0.001419
44.356232, -6.384709, -10.687889, 15.102657, 0.001439
44.357689, -6.829351, -11.418895, 15.425961, 0.001457
44.359163, -7.302500, -12.174814, 15.842714, 0.001474
44.360653, -7.803465, -12.948016, 16.362272, 0.001489
44.362154, -8.330770, -13.728256, 16.993841, 0.001502
44.363666, -8.881962, -14.502307, 17.745926, 0.001512
44.365185, -9.453409, -15.253668, 18.625608, 0.001519
44.366708, -10.040088, -15.962422, 19.637628, 0.001523
44.368233, -10.635395, -16.605326, 20.783292, 0.001525
44.369758, -11.230997, -17.156241, 22.059247, 0.001525
44.371280, -11.816763, -17.587007, 23.456237, 0.001522
44.372796, -12.380799, -17.868818, 24.957975, 0.001516
44.374304, -12.909647, -17.974146, 26.540358, 0.001509
44.375804, -13.388668, -17.879120, 28.171258, 0.001499
44.377293, -13.802626, -17.566177, 29.811137, 0.001489
44.378769, -14.136477, -17.026678, 31.414643, 0.001477
44.380233, -14.376309, -16.263046, 32.933220, 0.001464
44.381683, -14.510353, -15.289997, 34.318561, 0.001450
44.383119, -14.529958, -14.134495, 35.526512, 0.001436
44.384542, -14.430400, -12.834233, 36.520870, 0.001423
44.385956, -14.211400, -11.434773, 37.276462, 0.001414
44.387360, -13.877267, -9.985704, 37.780997, 0.001404
44.388754, -13.436644, -8.536425, 38.035386, 0.001394
44.390138, -12.901882, -7.132207, 38.052568, 0.001383
44.391509, -12.288133, -5.811092, 37.855138, 0.001372
44.392869, -11.612296, -4.601966, 37.472271, 0.001360
44.394215, -10.891937, -3.523892, 36.936496, 0.001346
44.395547, -10.144302, -2.586539, 36.280767, 0.001332
44.396864, -9.385508, -1.791415, 35.536159, 0.001317
44.398164, -8.629956, -1.133544, 34.730304, 0.001300
44.399446, -7.889963, -0.603288, 33.886557, 0.001282
44.400709, -7.175601, -0.188050, 33.023759, 0.001263
44.401951, -6.494700, 0.126265, 32.156448, 0.001243
44.403173, -5.852981, 0.354105, 31.295342, 0.001221
44.404372, -5.254262, 0.509453, 30.447945, 0.001199
44.405548, -4.700713, 0.605276, 29.619196, 0.001176
44.406701, -4.193125, 0.653217, 28.812068, 0.001153
44.407830, -3.731177, 0.663459, 28.028087, 0.001129
44.408934, -3.313681, 0.644704, 27.267766, 0.001104
44.410014, -2.938801, 0.604243, 26.530940, 0.001080
44.411070, -2.604250, 0.548068, 25.817022, 0.001056
44.412101, -2.307442, 0.481014, 25.125185, 0.001031
44.413108, -2.045627, 0.406899, 24.454492, 0.001007
44.414092, -1.816000, 0.328674, 23.803978, 0.000984
44.415053, -1.615776, 0.248556, 23.172704, 0.000961
44.415992, -1.442254, 0.168151, 22.559784, 0.000939
44.416911, -1.292864, 0.088564, 21.964405, 0.000918
44.417809, -1.165195, 0.010489, 21.385824, 0.000898
44.418689, -1.057015, -0.065706, 20.823372, 0.000880
44.419552, -0.966286, -0.139914, 20.276443, 0.000863
44.420400, -0.891159, -0.212232, 19.744493, 0.000848
44.421235, -0.829982, -0.282916, 19.227029, 0.000835
44.422059, -0.781288, -0.352344, 18.723605, 0.000824
44.422873, -0.743794, -0.420990, 18.233813, 0.000815
44.423681, -0.716384, -0.489396, 17.757279, 0.000808
44.424484, -0.698105, -0.558164, 17.293660, 0.000803
44.425285, -0.688152, -0.627937, 16.842643, 0.000801
44.426086, -0.685863, -0.699397, 16.403936, 0.000801
44.426891, -0.690702, -0.773258, 15.977276, 0.000805
44.427704, -0.702256, -0.850268, 15.562420, 0.000813
44.428528, -0.720222, -0.931206, 15.159154, 0.000824
44.429364, -0.744404, -1.016887, 14.767287, 0.000836
44.430215, -0.774702, -1.108171, 14.386656, 0.000850
44.431080, -0.811111, -1.205960, 14.017130, 0.000866
44.431963, -0.853714, -1.311214, 13.658613, 0.000883
44.432864, -0.902682, -1.424956, 13.311047, 0.000901
44.433784, -0.958268, -1.548282, 12.974420, 0.000920
44.434725, -1.020811, -1.682369, 12.648775, 0.000941
44.435688, -1.090734, -1.828489, 12.334212, 0.000963
44.436674, -1.168546, -1.988022, 12.030910, 0.000986
44.437683, -1.254843, -2.162461, 11.739129, 0.001010
44.438718, -1.350315, -2.353434, 11.459234, 0.001035
44.439779, -1.455745, -2.562712, 11.191712, 0.001061
44.440866, -1.572021, -2.792222, 10.937194, 0.001088
44.441982, -1.700135, -3.044058, 10.696484, 0.001116
44.443126, -1.841194, -3.320496, 10.470597, 0.001144
44.444300, -1.996425, -3.624002, 10.260793, 0.001174
44.445505, -2.167182, -3.957235, 10.068630, 0.001204
44.446740, -2.354954, -4.323053, 9.896024, 0.001236
44.448008, -2.561368, -4.724501, 9.745312, 0.001267
44.449307, -2.788195, -5.164803, 9.619339, 0.001299
44.450639, -3.037352, -5.647325, 9.521550, 0.001332
44.452003, -3.310899, -6.175532, 9.456097, 0.001364
44.453400, -3.611031, -6.752910, 9.427972, 0.001397
44.454828, -3.940064, -7.382863, 9.443138, 0.001428
44.456287, -4.300406, -8.068554, 9.508685, 0.001459
44.457777, -4.694517, -8.812700, 9.632993, 0.001489
44.459294, -5.124851, -9.617291, 9.825885, 0.001517
44.460837, -5.593765, -10.483215, 10.098771, 0.001543
44.462404, -6.103407, -11.409783, 10.464752, 0.001567
44.463991, -6.655552, -12.394125, 10.938644, 0.001587
44.465594, -7.251402, -13.430458, 11.536882, 0.001603
44.467210, -7.891314, -14.509214, 12.277240, 0.001616
44.468835, -8.574482, -15.616064, 13.178270, 0.001625
44.470464, -9.298540, -16.730890, 14.258387, 0.001629
44.472093, -10.059112, -17.826809, 15.534482, 0.001629
44.473718, -10.849321, -18.869432, 17.019986, 0.001625
44.475335, -11.659298, -19.816610, 18.722360, 0.001618
44.476942, -12.475742, -20.618984, 20.640072, 0.001607
44.478535, -13.281638, -21.221709, 22.759304, 0.001593
44.480112, -14.056228, -21.567659, 25.050824, 0.001577
44.481671, -14.775372, -21.602275, 27.467717, 0.001559
44.483211, -15.412411, -21.279859, 29.944809, 0.001540
44.484732, -15.939588, -20.570657, 32.400622, 0.001520
44.486232, -16.330006, -19.467560, 34.742409, 0.001500
44.487711, -16.559950, -17.990873, 36.874184, 0.001479
44.489170, -16.611290, -16.189651, 38.706783, 0.001459
44.490610, -16.473577, -14.138647, 40.168223, 0.001440
44.492038, -16.145429, -11.930953, 41.212187, 0.001428
44.493454, -15.634926, -9.667594, 41.822721, 0.001416
44.494858, -14.958916, -7.446192, 42.014176, 0.001404
44.496249, -14.141354, -5.351029, 41.826658, 0.001391
44.497625, -13.211005, -3.446251, 41.318363, 0.001377
44.498986, -12.198889, -1.772987, 40.556722, 0.001361
44.500331, -11.135899, -0.350085, 39.610175, 0.001344
44.501656, -10.050828, 0.822534, 38.541811, 0.001325
44.502960, -8.968997, 1.759175, 37.405397, 0.001304
44.504240, -7.911467, 2.483438, 36.243651, 0.001280
